filter,n,max_tries,b,search_total_time,insert_total_time,insert_average_time
counting_cuckoo,500,8,2223,0.003,0.0043,0.0043
cuckoo,250,8,2223,0.0031,0.0041,0.0041
cuckoo,500,8,2223,0.0033,0.0038,0.0038
counting_cuckoo,250,8,2243,0.0029,0.004,0.004
counting_cuckoo,500,8,2243,0.0033,0.0187,0.0187
cuckoo,250,8,2243,0.0033,0.0043,0.0043
cuckoo,500,8,2243,0.0041,0.0039,0.0039
counting_cuckoo,250,8,2263,0.0036,0.004,0.004
counting_cuckoo,500,8,2263,0.0041,0.013,0.013
cuckoo,250,8,2263,0.0033,0.0045,0.0045
cuckoo,500,8,2263,0.0031,0.0041,0.0041
counting_cuckoo,250,8,2283,0.0029,0.0047,0.0047
counting_cuckoo,500,8,2283,0.0055,0.0196,0.0196
cuckoo,250,8,2283,0.005,0.007,0.007
cuckoo,500,8,2283,0.0041,0.0049,0.0049
counting_cuckoo,250,8,2303,0.0029,0.0144,0.0144
counting_cuckoo,500,8,2303,0.0053,0.0052,0.0052
cuckoo,250,8,2303,0.0035,0.0047,0.0047
cuckoo,500,8,2303,0.0036,0.0038,0.0038
counting_cuckoo,250,8,2323,0.0036,0.0048,0.0048
counting_cuckoo,500,8,2323,0.0032,0.0039,0.0039
cuckoo,250,8,2323,0.0029,0.004,0.004
cuckoo,500,8,2323,0.003,0.0044,0.0044
counting_cuckoo,250,8,2343,0.0046,0.0042,0.0042
counting_cuckoo,500,8,2343,0.003,0.0064,0.0064
cuckoo,250,8,2343,0.0031,0.004,0.004
cuckoo,500,8,2343,0.0029,0.0038,0.0038
counting_cuckoo,250,8,2363,0.0088,0.0509,0.0509
counting_cuckoo,500,8,2363,0.0032,0.0041,0.0041
cuckoo,250,8,2363,0.003,0.0038,0.0038
cuckoo,500,8,2363,0.0042,0.0042,0.0042
counting_cuckoo,250,8,2383,0.0034,0.0039,0.0039
counting_cuckoo,500,8,2383,0.0084,0.0097,0.0097
cuckoo,250,8,2383,0.0034,0.0042,0.0042
cuckoo,500,8,2383,0.0036,0.0051,0.0051
counting_cuckoo,250,8,2403,0.0033,0.0062,0.0062
counting_cuckoo,500,8,2403,0.0031,0.0039,0.0039
cuckoo,250,8,2403,0.003,0.0039,0.0039
cuckoo,500,8,2403,0.0049,0.0047,0.0047
counting_cuckoo,250,8,2423,0.0033,0.0039,0.0039
counting_cuckoo,500,8,2423,0.0044,0.0044,0.0044
cuckoo,250,8,2423,0.0047,0.0761,0.0761
cuckoo,500,8,2423,0.0028,0.0041,0.0041
counting_cuckoo,250,8,2443,0.0036,0.0101,0.0101
counting_cuckoo,500,8,2443,0.0035,0.0052,0.0052
cuckoo,250,8,2443,0.0052,0.0469,0.0469
cuckoo,500,8,2443,0.0039,0.0046,0.0046
counting_cuckoo,250,8,2463,0.0033,0.0042,0.0042
counting_cuckoo,500,8,2463,0.0032,0.004,0.004
cuckoo,250,8,2463,0.0041,0.0048,0.0048
cuckoo,500,8,2463,0.0032,0.004,0.004
counting_cuckoo,250,8,2483,0.0033,0.0041,0.0041
counting_cuckoo,500,8,2483,0.0033,0.0044,0.0044
cuckoo,250,8,2483,0.0027,0.0039,0.0039
cuckoo,500,8,2483,0.0036,0.0038,0.0038
counting_cuckoo,250,8,2503,0.0055,0.0043,0.0043
counting_cuckoo,500,8,2503,0.007,0.0105,0.0105
cuckoo,250,8,2503,0.0031,0.0038,0.0038
cuckoo,500,8,2503,0.003,0.0041,0.0041
counting_cuckoo,250,8,2523,0.0032,0.0039,0.0039
counting_cuckoo,500,8,2523,0.0029,0.0041,0.0041
cuckoo,250,8,2523,0.0031,0.0043,0.0043
cuckoo,500,8,2523,0.0033,0.004,0.004
counting_cuckoo,250,8,2543,0.0033,0.0054,0.0054
counting_cuckoo,500,8,2543,0.0033,0.0039,0.0039
cuckoo,250,8,2543,0.0077,0.0787,0.0787
cuckoo,500,8,2543,0.0033,0.004,0.004
counting_cuckoo,250,8,2563,0.0035,0.0043,0.0043
counting_cuckoo,500,8,2563,0.0039,0.004,0.004
cuckoo,250,8,2563,0.0031,0.0043,0.0043
cuckoo,500,8,2563,0.0065,0.0052,0.0052
counting_cuckoo,250,8,2583,0.0042,0.0092,0.0092
counting_cuckoo,500,8,2583,0.005,0.0047,0.0047
cuckoo,250,8,2583,0.0052,0.0068,0.0068
cuckoo,500,8,2583,0.0035,0.0044,0.0044
counting_cuckoo,250,8,2603,0.0054,0.007,0.007
counting_cuckoo,500,8,2603,0.0034,0.0042,0.0042
cuckoo,250,8,2603,0.0036,0.009,0.009
cuckoo,500,8,2603,0.0032,0.0051,0.0051
counting_cuckoo,250,8,2623,0.0036,0.005,0.005
counting_cuckoo,500,8,2623,0.0032,0.0047,0.0047
cuckoo,250,8,2623,0.0066,0.0051,0.0051
cuckoo,500,8,2623,0.0029,0.0043,0.0043
counting_cuckoo,250,8,2643,0.007,0.0247,0.0247
counting_cuckoo,500,8,2643,0.0031,0.0041,0.0041
cuckoo,250,8,2643,0.0072,0.0082,0.0082
cuckoo,500,8,2643,0.0033,0.0044,0.0044
counting_cuckoo,250,8,2663,0.0057,0.0173,0.0173
counting_cuckoo,500,8,2663,0.0033,0.0045,0.0045
cuckoo,250,8,2663,0.0031,0.004,0.004
cuckoo,500,8,2663,0.0028,0.0046,0.0046
counting_cuckoo,250,8,2683,0.0029,0.0044,0.0044
counting_cuckoo,500,8,2683,0.0029,0.0039,0.0039
cuckoo,250,8,2683,0.0028,0.0044,0.0044
cuckoo,500,8,2683,0.0041,0.0055,0.0055
counting_cuckoo,250,8,2703,0.0041,0.0095,0.0095
counting_cuckoo,500,8,2703,0.0035,0.0039,0.0039
cuckoo,250,8,2703,0.0033,0.0039,0.0039
cuckoo,500,8,2703,0.0033,0.0042,0.0042
counting_cuckoo,250,8,2723,0.0032,0.0043,0.0043
counting_cuckoo,500,8,2723,0.0035,0.0042,0.0042
cuckoo,250,8,2723,0.0035,0.004,0.004
cuckoo,500,8,2723,0.0031,0.0059,0.0059
counting_cuckoo,250,8,2743,0.0038,0.0041,0.0041
counting_cuckoo,500,8,2743,0.0033,0.004,0.004
cuckoo,250,8,2743,0.006,0.0061,0.0061
cuckoo,500,8,2743,0.0032,0.0048,0.0048
counting_cuckoo,250,8,2763,0.0028,0.004,0.004
counting_cuckoo,500,8,2763,0.0035,0.0052,0.0052
cuckoo,250,8,2763,0.0036,0.0068,0.0068
cuckoo,500,8,2763,0.0029,0.0044,0.0044
counting_cuckoo,250,8,2783,0.0029,0.0044,0.0044
counting_cuckoo,500,8,2783,0.003,0.0067,0.0067
cuckoo,250,8,2783,0.003,0.0038,0.0038
cuckoo,500,8,2783,0.003,0.0038,0.0038
counting_cuckoo,250,8,2803,0.0042,0.0474,0.0474
counting_cuckoo,500,8,2803,0.0033,0.0041,0.0041
cuckoo,250,8,2803,0.004,0.0043,0.0043
cuckoo,500,8,2803,0.0031,0.0041,0.0041
counting_cuckoo,250,8,2823,0.0035,0.0039,0.0039
counting_cuckoo,500,8,2823,0.0034,0.0041,0.0041
cuckoo,250,8,2823,0.0032,0.0041,0.0041
cuckoo,500,8,2823,0.0034,0.0522,0.0522
counting_cuckoo,250,8,2843,0.0031,0.0048,0.0048
counting_cuckoo,500,8,2843,0.005,0.004,0.004
cuckoo,250,8,2843,0.0042,0.0037,0.0037
cuckoo,500,8,2843,0.0043,0.0056,0.0056
counting_cuckoo,250,8,2863,0.0031,0.0037,0.0037
counting_cuckoo,500,8,2863,0.0029,0.0039,0.0039
cuckoo,250,8,2863,0.0029,0.0039,0.0039
cuckoo,500,8,2863,0.0029,0.004,0.004
counting_cuckoo,250,8,2883,0.0037,0.0053,0.0053
counting_cuckoo,500,8,2883,0.0038,0.0071,0.0071
cuckoo,250,8,2883,0.0043,0.0063,0.0063
cuckoo,500,8,2883,0.0047,0.0056,0.0056
counting_cuckoo,250,8,2903,0.0041,0.0042,0.0042
counting_cuckoo,500,8,2903,0.0035,0.0074,0.0074
cuckoo,250,8,2903,0.0027,0.0039,0.0039
cuckoo,500,8,2903,0.0034,0.004,0.004
counting_cuckoo,250,8,2923,0.0035,0.0039,0.0039
counting_cuckoo,500,8,2923,0.0031,0.0039,0.0039
cuckoo,250,8,2923,0.0028,0.0045,0.0045
cuckoo,500,8,2923,0.0036,0.0816,0.0816
counting_cuckoo,250,8,2943,0.0039,0.0044,0.0044
counting_cuckoo,500,8,2943,0.0031,0.0039,0.0039
cuckoo,250,8,2943,0.0031,0.0039,0.0039
cuckoo,500,8,2943,0.0029,0.0038,0.0038
counting_cuckoo,250,8,2963,0.0039,0.0038,0.0038
counting_cuckoo,500,8,2963,0.0031,0.0041,0.0041
cuckoo,250,8,2963,0.0029,0.0051,0.0051
cuckoo,500,8,2963,0.0045,0.0051,0.0051
counting_cuckoo,250,8,2983,0.0032,0.0043,0.0043
counting_cuckoo,500,8,2983,0.003,0.0045,0.0045
cuckoo,250,8,2983,0.003,0.0039,0.0039
cuckoo,500,8,2983,0.0031,0.0042,0.0042
counting_cuckoo,250,8,3003,0.0031,0.0047,0.0047
counting_cuckoo,500,8,3003,0.0028,0.004,0.004
cuckoo,250,8,3003,0.003,0.0039,0.0039
cuckoo,500,8,3003,0.0036,0.0043,0.0043
counting_cuckoo,250,8,3023,0.0031,0.0075,0.0075
counting_cuckoo,500,8,3023,0.0029,0.0075,0.0075
cuckoo,250,8,3023,0.0032,0.0039,0.0039
cuckoo,500,8,3023,0.003,0.0043,0.0043
counting_cuckoo,250,8,3043,0.0031,0.0062,0.0062
counting_cuckoo,500,8,3043,0.0068,0.0291,0.0291
cuckoo,250,8,3043,0.0037,0.0044,0.0044
cuckoo,500,8,3043,0.0036,0.0044,0.0044
counting_cuckoo,250,8,3063,0.0086,0.0056,0.0056
counting_cuckoo,500,8,3063,0.0045,0.0088,0.0088
cuckoo,250,8,3063,0.0031,0.004,0.004
cuckoo,500,8,3063,0.003,0.004,0.004
counting_cuckoo,250,8,3083,0.0053,0.0053,0.0053
counting_cuckoo,500,8,3083,0.004,0.0043,0.0043
cuckoo,250,8,3083,0.0046,0.0071,0.0071
cuckoo,500,8,3083,0.0037,0.004,0.004
counting_cuckoo,250,8,3103,0.0032,0.0047,0.0047
counting_cuckoo,500,8,3103,0.0035,0.0044,0.0044
cuckoo,250,8,3103,0.0031,0.0047,0.0047
cuckoo,500,8,3103,0.005,0.0059,0.0059
counting_cuckoo,250,8,3123,0.004,0.0048,0.0048
counting_cuckoo,500,8,3123,0.0046,0.0192,0.0192
cuckoo,250,8,3123,0.0041,0.0048,0.0048
cuckoo,500,8,3123,0.0036,0.0044,0.0044
counting_cuckoo,250,8,3143,0.0032,0.0039,0.0039
counting_cuckoo,500,8,3143,0.0033,0.0041,0.0041
cuckoo,250,8,3143,0.0027,0.0037,0.0037
cuckoo,500,8,3143,0.0058,0.063,0.063
counting_cuckoo,250,8,3163,0.0042,0.0056,0.0056
counting_cuckoo,500,8,3163,0.0033,0.0063,0.0063
cuckoo,250,8,3163,0.0032,0.0389,0.0389
cuckoo,500,8,3163,0.0032,0.0046,0.0046
counting_cuckoo,250,8,3183,0.003,0.0064,0.0064
counting_cuckoo,500,8,3183,0.0031,0.0043,0.0043
cuckoo,250,8,3183,0.0031,0.0037,0.0037
cuckoo,500,8,3183,0.003,0.004,0.004
counting_cuckoo,250,8,3203,0.0031,0.0039,0.0039
counting_cuckoo,500,8,3203,0.0029,0.0039,0.0039
cuckoo,250,8,3203,0.004,0.0037,0.0037
cuckoo,500,8,3203,0.0029,0.0045,0.0045
counting_cuckoo,250,8,3223,0.0043,0.0055,0.0055
counting_cuckoo,500,8,3223,0.003,0.0039,0.0039
cuckoo,250,8,3223,0.0039,0.0042,0.0042
cuckoo,500,8,3223,0.003,0.0039,0.0039
counting_cuckoo,250,8,3243,0.0031,0.0039,0.0039
counting_cuckoo,500,8,3243,0.0031,0.0041,0.0041
cuckoo,250,8,3243,0.003,0.0037,0.0037
cuckoo,500,8,3243,0.0033,0.0044,0.0044
counting_cuckoo,250,8,3263,0.0031,0.0042,0.0042
counting_cuckoo,500,8,3263,0.0041,0.0044,0.0044
cuckoo,250,8,3263,0.003,0.004,0.004
cuckoo,500,8,3263,0.0032,0.0063,0.0063
counting_cuckoo,250,8,3283,0.0046,0.0056,0.0056
counting_cuckoo,500,8,3283,0.0031,0.0041,0.0041
cuckoo,250,8,3283,0.003,0.0039,0.0039
cuckoo,500,8,3283,0.0058,0.0042,0.0042
counting_cuckoo,250,8,3303,0.0036,0.0043,0.0043
counting_cuckoo,500,8,3303,0.0046,0.0198,0.0198
cuckoo,250,8,3303,0.0049,0.0041,0.0041
cuckoo,500,8,3303,0.003,0.0039,0.0039
counting_cuckoo,250,8,3323,0.0044,0.0044,0.0044
counting_cuckoo,500,8,3323,0.003,0.0042,0.0042
cuckoo,250,8,3323,0.0036,0.0044,0.0044
cuckoo,500,8,3323,0.0037,0.0042,0.0042
counting_cuckoo,250,8,3343,0.0062,0.0066,0.0066
counting_cuckoo,500,8,3343,0.0031,0.004,0.004
cuckoo,250,8,3343,0.0035,0.0041,0.0041
cuckoo,500,8,3343,0.003,0.004,0.004
counting_cuckoo,250,8,3363,0.0037,0.0042,0.0042
counting_cuckoo,500,8,3363,0.0034,0.0064,0.0064
cuckoo,250,8,3363,0.0029,0.0039,0.0039
cuckoo,500,8,3363,0.0028,0.0039,0.0039
counting_cuckoo,250,8,3383,0.0039,0.0045,0.0045
counting_cuckoo,500,8,3383,0.0031,0.0043,0.0043
cuckoo,250,8,3383,0.0035,0.0084,0.0084
cuckoo,500,8,3383,0.0032,0.0046,0.0046
counting_cuckoo,250,8,3403,0.0029,0.004,0.004
counting_cuckoo,500,8,3403,0.003,0.004,0.004
cuckoo,250,8,3403,0.0029,0.004,0.004
cuckoo,500,8,3403,0.0032,0.0041,0.0041
counting_cuckoo,250,8,3423,0.003,0.0041,0.0041
counting_cuckoo,500,8,3423,0.0029,0.0041,0.0041
cuckoo,250,8,3423,0.0032,0.0042,0.0042
cuckoo,500,8,3423,0.0034,0.0039,0.0039
counting_cuckoo,250,8,3443,0.0031,0.0043,0.0043
counting_cuckoo,500,8,3443,0.0045,0.0045,0.0045
cuckoo,250,8,3443,0.003,0.0039,0.0039
cuckoo,500,8,3443,0.0031,0.0042,0.0042
counting_cuckoo,250,8,3463,0.0067,0.0053,0.0053
counting_cuckoo,500,8,3463,0.0047,0.0622,0.0622
cuckoo,250,8,3463,0.0033,0.0046,0.0046
cuckoo,500,8,3463,0.0029,0.004,0.004
counting_cuckoo,250,8,3483,0.0034,0.006,0.006
counting_cuckoo,500,8,3483,0.0052,0.0055,0.0055
cuckoo,250,8,3483,0.0029,0.0041,0.0041
cuckoo,500,8,3483,0.0031,0.0041,0.0041
counting_cuckoo,250,8,3503,0.0044,0.0044,0.0044
counting_cuckoo,500,8,3503,0.0038,0.004,0.004
cuckoo,250,8,3503,0.0029,0.004,0.004
cuckoo,500,8,3503,0.0032,0.0043,0.0043
counting_cuckoo,250,8,3523,0.0112,0.0048,0.0048
counting_cuckoo,500,8,3523,0.0032,0.0045,0.0045
cuckoo,250,8,3523,0.0054,0.0144,0.0144
cuckoo,500,8,3523,0.0042,0.0042,0.0042
counting_cuckoo,250,8,3543,0.0036,0.0039,0.0039
counting_cuckoo,500,8,3543,0.0038,0.0063,0.0063
cuckoo,250,8,3543,0.003,0.0083,0.0083
cuckoo,500,8,3543,0.0031,0.0045,0.0045
counting_cuckoo,250,8,3563,0.0053,0.0218,0.0218
counting_cuckoo,500,8,3563,0.003,0.004,0.004
cuckoo,250,8,3563,0.003,0.0043,0.0043
cuckoo,500,8,3563,0.004,0.0042,0.0042
counting_cuckoo,250,8,3583,0.0029,0.0039,0.0039
counting_cuckoo,500,8,3583,0.003,0.0046,0.0046
cuckoo,250,8,3583,0.0029,0.0041,0.0041
cuckoo,500,8,3583,0.003,0.0042,0.0042
counting_cuckoo,250,8,3603,0.0067,0.0073,0.0073
counting_cuckoo,500,8,3603,0.0029,0.0044,0.0044
cuckoo,250,8,3603,0.003,0.0048,0.0048
cuckoo,500,8,3603,0.0031,0.0041,0.0041
counting_cuckoo,250,8,3623,0.0031,0.0043,0.0043
counting_cuckoo,500,8,3623,0.003,0.0039,0.0039
cuckoo,250,8,3623,0.003,0.004,0.004
cuckoo,500,8,3623,0.0029,0.0041,0.0041
counting_cuckoo,250,8,3643,0.003,0.004,0.004
counting_cuckoo,500,8,3643,0.003,0.004,0.004
cuckoo,250,8,3643,0.003,0.0043,0.0043
cuckoo,500,8,3643,0.0028,0.0045,0.0045
counting_cuckoo,250,8,3663,0.0029,0.0045,0.0045
counting_cuckoo,500,8,3663,0.0029,0.0039,0.0039
cuckoo,250,8,3663,0.003,0.0044,0.0044
cuckoo,500,8,3663,0.0028,0.004,0.004
counting_cuckoo,250,8,3683,0.0031,0.0043,0.0043
counting_cuckoo,500,8,3683,0.003,0.0044,0.0044
cuckoo,250,8,3683,0.0029,0.0041,0.0041
cuckoo,500,8,3683,0.0028,0.0041,0.0041
counting_cuckoo,250,8,3703,0.0028,0.0045,0.0045
counting_cuckoo,500,8,3703,0.0047,0.0044,0.0044
cuckoo,250,8,3703,0.0036,0.0056,0.0056
cuckoo,500,8,3703,0.0029,0.0045,0.0045
counting_cuckoo,250,8,3723,0.0036,0.0038,0.0038
counting_cuckoo,500,8,3723,0.003,0.004,0.004
cuckoo,250,8,3723,0.0061,0.0048,0.0048
cuckoo,500,8,3723,0.0032,0.0043,0.0043
counting_cuckoo,250,8,3743,0.0039,0.0062,0.0062
counting_cuckoo,500,8,3743,0.006,0.058,0.058
cuckoo,250,8,3743,0.0029,0.0042,0.0042
cuckoo,500,8,3743,0.0029,0.0042,0.0042
counting_cuckoo,250,8,3763,0.0028,0.0039,0.0039
counting_cuckoo,500,8,3763,0.0039,0.0041,0.0041
cuckoo,250,8,3763,0.0031,0.0044,0.0044
cuckoo,500,8,3763,0.003,0.0044,0.0044
counting_cuckoo,250,8,3783,0.0032,0.0039,0.0039
counting_cuckoo,500,8,3783,0.003,0.0042,0.0042
cuckoo,250,8,3783,0.0032,0.004,0.004
cuckoo,500,8,3783,0.0028,0.0041,0.0041
counting_cuckoo,250,8,3803,0.0068,0.004,0.004
counting_cuckoo,500,8,3803,0.003,0.0042,0.0042
cuckoo,250,8,3803,0.0029,0.0049,0.0049
cuckoo,500,8,3803,0.0047,0.0046,0.0046
counting_cuckoo,250,8,3823,0.0034,0.0044,0.0044
counting_cuckoo,500,8,3823,0.0089,0.0063,0.0063
cuckoo,250,8,3823,0.0043,0.0095,0.0095
cuckoo,500,8,3823,0.004,0.0408,0.0408
counting_cuckoo,250,8,3843,0.0031,0.0042,0.0042
counting_cuckoo,500,8,3843,0.005,0.0155,0.0155
cuckoo,250,8,3843,0.0035,0.019,0.019
cuckoo,500,8,3843,0.0028,0.0041,0.0041
counting_cuckoo,250,8,3863,0.0044,0.0042,0.0042
counting_cuckoo,500,8,3863,0.0032,0.0043,0.0043
cuckoo,250,8,3863,0.0047,0.0044,0.0044
cuckoo,500,8,3863,0.0035,0.0041,0.0041
counting_cuckoo,250,8,3883,0.0033,0.0039,0.0039
counting_cuckoo,500,8,3883,0.0031,0.0044,0.0044
cuckoo,250,8,3883,0.0036,0.0038,0.0038
cuckoo,500,8,3883,0.003,0.0041,0.0041
counting_cuckoo,250,8,3903,0.0032,0.0039,0.0039
counting_cuckoo,500,8,3903,0.0031,0.0037,0.0037
cuckoo,250,8,3903,0.003,0.0037,0.0037
cuckoo,500,8,3903,0.0029,0.0041,0.0041
counting_cuckoo,250,8,3923,0.0033,0.0046,0.0046
counting_cuckoo,500,8,3923,0.0035,0.0043,0.0043
cuckoo,250,8,3923,0.003,0.0037,0.0037
cuckoo,500,8,3923,0.0028,0.0038,0.0038
counting_cuckoo,250,8,3943,0.0031,0.0043,0.0043
counting_cuckoo,500,8,3943,0.0032,0.0047,0.0047
cuckoo,250,8,3943,0.0029,0.0045,0.0045
cuckoo,500,8,3943,0.0029,0.0039,0.0039
counting_cuckoo,250,8,3963,0.0035,0.0039,0.0039
counting_cuckoo,500,8,3963,0.0046,0.0044,0.0044
cuckoo,250,8,3963,0.0033,0.0042,0.0042
cuckoo,500,8,3963,0.0032,0.0047,0.0047
counting_cuckoo,250,8,3983,0.0035,0.0046,0.0046
counting_cuckoo,500,8,3983,0.004,0.0077,0.0077
cuckoo,250,8,3983,0.005,0.0059,0.0059
cuckoo,500,8,3983,0.0034,0.0058,0.0058
counting_cuckoo,250,8,4003,0.0036,0.0086,0.0086
counting_cuckoo,500,8,4003,0.0032,0.0038,0.0038
cuckoo,250,8,4003,0.0029,0.0038,0.0038
cuckoo,500,8,4003,0.0044,0.0041,0.0041
counting_cuckoo,250,8,4023,0.0031,0.004,0.004
counting_cuckoo,500,8,4023,0.0031,0.0046,0.0046
cuckoo,250,8,4023,0.0029,0.0038,0.0038
cuckoo,500,8,4023,0.0029,0.0043,0.0043
counting_cuckoo,250,8,4043,0.0035,0.0041,0.0041
counting_cuckoo,500,8,4043,0.0032,0.0041,0.0041
cuckoo,250,8,4043,0.0031,0.0041,0.0041
cuckoo,500,8,4043,0.0035,0.0052,0.0052
counting_cuckoo,250,8,4063,0.0045,0.0052,0.0052
counting_cuckoo,500,8,4063,0.0036,0.0046,0.0046
cuckoo,250,8,4063,0.0033,0.0052,0.0052
cuckoo,500,8,4063,0.0035,0.0041,0.0041
counting_cuckoo,250,8,4083,0.0032,0.0045,0.0045
counting_cuckoo,500,8,4083,0.008,0.0043,0.0043
cuckoo,250,8,4083,0.003,0.0038,0.0038
cuckoo,500,8,4083,0.0036,0.0049,0.0049
counting_cuckoo,250,8,4103,0.0052,0.0058,0.0058
counting_cuckoo,500,8,4103,0.0031,0.0044,0.0044
cuckoo,250,8,4103,0.0045,0.0093,0.0093
cuckoo,500,8,4103,0.0038,0.0046,0.0046
counting_cuckoo,250,8,4123,0.005,0.0039,0.0039
counting_cuckoo,500,8,4123,0.0034,0.0049,0.0049
cuckoo,250,8,4123,0.0042,0.0042,0.0042
cuckoo,500,8,4123,0.0032,0.0043,0.0043
counting_cuckoo,250,8,4143,0.0052,0.0586,0.0586
counting_cuckoo,500,8,4143,0.0072,0.0046,0.0046
cuckoo,250,8,4143,0.0044,0.0043,0.0043
cuckoo,500,8,4143,0.0046,0.0052,0.0052
counting_cuckoo,250,8,4163,0.0031,0.0039,0.0039
counting_cuckoo,500,8,4163,0.0037,0.0043,0.0043
cuckoo,250,8,4163,0.0033,0.0042,0.0042
cuckoo,500,8,4163,0.0028,0.0042,0.0042
counting_cuckoo,250,8,4183,0.0031,0.0039,0.0039
counting_cuckoo,500,8,4183,0.003,0.0063,0.0063
cuckoo,250,8,4183,0.0032,0.0037,0.0037
cuckoo,500,8,4183,0.0042,0.005,0.005
counting_cuckoo,250,8,4203,0.0037,0.0041,0.0041
counting_cuckoo,500,8,4203,0.0041,0.0615,0.0615
cuckoo,250,8,4203,0.0029,0.0041,0.0041
cuckoo,500,8,4203,0.0031,0.0046,0.0046
counting_cuckoo,250,8,4223,0.0046,0.0053,0.0053
counting_cuckoo,500,8,4223,0.003,0.0039,0.0039
cuckoo,250,8,4223,0.0029,0.0041,0.0041
cuckoo,500,8,4223,0.004,0.0574,0.0574
counting_cuckoo,250,8,4243,0.0036,0.0042,0.0042
counting_cuckoo,500,8,4243,0.0077,0.0047,0.0047
cuckoo,250,8,4243,0.0064,0.0045,0.0045
cuckoo,500,8,4243,0.0055,0.0041,0.0041
counting_cuckoo,250,8,4263,0.0034,0.004,0.004
counting_cuckoo,500,8,4263,0.0036,0.0041,0.0041
cuckoo,250,8,4263,0.0032,0.0041,0.0041
cuckoo,500,8,4263,0.0029,0.0039,0.0039
counting_cuckoo,250,8,4283,0.0037,0.0044,0.0044
counting_cuckoo,500,8,4283,0.0031,0.004,0.004
cuckoo,250,8,4283,0.0032,0.0045,0.0045
cuckoo,500,8,4283,0.0074,0.0898,0.0898
counting_cuckoo,250,8,4303,0.0032,0.0043,0.0043
counting_cuckoo,500,8,4303,0.0043,0.0274,0.0274
cuckoo,250,8,4303,0.0032,0.004,0.004
cuckoo,500,8,4303,0.003,0.0043,0.0043
counting_cuckoo,250,8,4323,0.0038,0.004,0.004
counting_cuckoo,500,8,4323,0.0032,0.0041,0.0041
cuckoo,250,8,4323,0.0035,0.0067,0.0067
cuckoo,500,8,4323,0.0034,0.0042,0.0042
counting_cuckoo,250,8,4343,0.0031,0.004,0.004
counting_cuckoo,500,8,4343,0.0044,0.0049,0.0049
cuckoo,250,8,4343,0.0043,0.0042,0.0042
cuckoo,500,8,4343,0.0034,0.0045,0.0045
counting_cuckoo,250,8,4363,0.0034,0.0053,0.0053
counting_cuckoo,500,8,4363,0.0032,0.004,0.004
cuckoo,250,8,4363,0.003,0.004,0.004
cuckoo,500,8,4363,0.003,0.0043,0.0043
counting_cuckoo,250,8,4383,0.0031,0.0045,0.0045
counting_cuckoo,500,8,4383,0.0031,0.0042,0.0042
cuckoo,250,8,4383,0.0047,0.0052,0.0052
cuckoo,500,8,4383,0.0031,0.0039,0.0039
counting_cuckoo,250,8,4403,0.0034,0.004,0.004
counting_cuckoo,500,8,4403,0.0033,0.0043,0.0043
cuckoo,250,8,4403,0.0033,0.0041,0.0041
cuckoo,500,8,4403,0.0032,0.0044,0.0044
counting_cuckoo,250,8,4423,0.0034,0.0041,0.0041
counting_cuckoo,500,8,4423,0.0041,0.0049,0.0049
cuckoo,250,8,4423,0.003,0.0037,0.0037
cuckoo,500,8,4423,0.0031,0.0039,0.0039
counting_cuckoo,250,8,4443,0.0035,0.0058,0.0058
counting_cuckoo,500,8,4443,0.0029,0.0041,0.0041
cuckoo,250,8,4443,0.003,0.004,0.004
cuckoo,500,8,4443,0.003,0.015,0.015
counting_cuckoo,250,8,4463,0.0029,0.0041,0.0041
counting_cuckoo,500,8,4463,0.0029,0.004,0.004
cuckoo,250,8,4463,0.0029,0.0045,0.0045
cuckoo,500,8,4463,0.0028,0.0039,0.0039
counting_cuckoo,250,8,4483,0.0029,0.0039,0.0039
counting_cuckoo,500,8,4483,0.0029,0.0041,0.0041
cuckoo,250,8,4483,0.003,0.0041,0.0041
cuckoo,500,8,4483,0.0031,0.0048,0.0048
counting_cuckoo,250,8,4503,0.003,0.0043,0.0043
counting_cuckoo,500,8,4503,0.0032,0.0047,0.0047
cuckoo,250,8,4503,0.0035,0.0611,0.0611
cuckoo,500,8,4503,0.003,0.004,0.004
counting_cuckoo,250,8,4523,0.0032,0.0043,0.0043
counting_cuckoo,500,8,4523,0.0034,0.0039,0.0039
cuckoo,250,8,4523,0.0029,0.0043,0.0043
cuckoo,500,8,4523,0.0032,0.0043,0.0043
counting_cuckoo,250,8,4543,0.0031,0.0047,0.0047
counting_cuckoo,500,8,4543,0.003,0.0043,0.0043
cuckoo,250,8,4543,0.0058,0.0057,0.0057
cuckoo,500,8,4543,0.0028,0.004,0.004
counting_cuckoo,250,8,4563,0.0033,0.004,0.004
counting_cuckoo,500,8,4563,0.0034,0.004,0.004
cuckoo,250,8,4563,0.003,0.004,0.004
cuckoo,500,8,4563,0.003,0.0049,0.0049
counting_cuckoo,250,8,4583,0.0038,0.0041,0.0041
counting_cuckoo,500,8,4583,0.0036,0.0042,0.0042
cuckoo,250,8,4583,0.0034,0.0089,0.0089
cuckoo,500,8,4583,0.0036,0.005,0.005
counting_cuckoo,250,8,4603,0.0033,0.0038,0.0038
counting_cuckoo,500,8,4603,0.0051,0.0108,0.0108
cuckoo,250,8,4603,0.0035,0.0053,0.0053
cuckoo,500,8,4603,0.0031,0.004,0.004
counting_cuckoo,250,8,4623,0.003,0.0041,0.0041
