filter,n,max_tries,b,search_total_time,insert_total_time,insert_average_time
counting_cuckoo,500,16,4443,0.003,0.0043,0.0043
cuckoo,500,8,4443,0.0029,0.0043,0.0043
cuckoo,500,16,4443,0.003,0.0039,0.0039
counting_cuckoo,500,8,4463,0.003,0.0038,0.0038
counting_cuckoo,500,16,4463,0.0031,0.0043,0.0043
cuckoo,500,8,4463,0.0031,0.0043,0.0043
cuckoo,500,16,4463,0.0033,0.0048,0.0048
counting_cuckoo,500,8,4483,0.003,0.005,0.005
counting_cuckoo,500,16,4483,0.0031,0.0044,0.0044
cuckoo,500,8,4483,0.003,0.0242,0.0242
cuckoo,500,16,4483,0.0035,0.004,0.004
counting_cuckoo,500,8,4503,0.0033,0.0045,0.0045
counting_cuckoo,500,16,4503,0.0031,0.0043,0.0043
cuckoo,500,8,4503,0.003,0.0042,0.0042
cuckoo,500,16,4503,0.0031,0.0042,0.0042
counting_cuckoo,500,8,4523,0.0032,0.0044,0.0044
counting_cuckoo,500,16,4523,0.0033,0.0042,0.0042
cuckoo,500,8,4523,0.0034,0.0039,0.0039
cuckoo,500,16,4523,0.0049,0.0048,0.0048
counting_cuckoo,500,8,4543,0.0037,0.0043,0.0043
counting_cuckoo,500,16,4543,0.0033,0.0043,0.0043
cuckoo,500,8,4543,0.0031,0.0052,0.0052
cuckoo,500,16,4543,0.0034,0.0047,0.0047
counting_cuckoo,500,8,4563,0.0031,0.006,0.006
counting_cuckoo,500,16,4563,0.003,0.0039,0.0039
cuckoo,500,8,4563,0.0068,0.0042,0.0042
cuckoo,500,16,4563,0.0046,0.0048,0.0048
counting_cuckoo,500,8,4583,0.003,0.0046,0.0046
counting_cuckoo,500,16,4583,0.0033,0.0042,0.0042
cuckoo,500,8,4583,0.003,0.0046,0.0046
cuckoo,500,16,4583,0.0041,0.0044,0.0044
counting_cuckoo,500,8,4603,0.0035,0.004,0.004
counting_cuckoo,500,16,4603,0.0032,0.0042,0.0042
cuckoo,500,8,4603,0.0031,0.0037,0.0037
cuckoo,500,16,4603,0.0034,0.0044,0.0044
counting_cuckoo,500,8,4623,0.0032,0.004,0.004
counting_cuckoo,500,16,4623,0.0032,0.0044,0.0044
cuckoo,500,8,4623,0.0033,0.0272,0.0272
cuckoo,500,16,4623,0.0031,0.0541,0.0541
counting_cuckoo,500,8,4643,0.004,0.0062,0.0062
counting_cuckoo,500,16,4643,0.0032,0.0044,0.0044
cuckoo,500,8,4643,0.0031,0.0046,0.0046
cuckoo,500,16,4643,0.0035,0.0044,0.0044
counting_cuckoo,500,8,4663,0.0061,0.0258,0.0258
counting_cuckoo,500,16,4663,0.0033,0.0043,0.0043
cuckoo,500,8,4663,0.0031,0.0042,0.0042
cuckoo,500,16,4663,0.0034,0.0043,0.0043
counting_cuckoo,500,8,4683,0.0038,0.0042,0.0042
counting_cuckoo,500,16,4683,0.0036,0.0043,0.0043
cuckoo,500,8,4683,0.0029,0.0039,0.0039
cuckoo,500,16,4683,0.0036,0.0063,0.0063
counting_cuckoo,500,8,4703,0.0031,0.0043,0.0043
counting_cuckoo,500,16,4703,0.003,0.0041,0.0041
cuckoo,500,8,4703,0.0031,0.0046,0.0046
cuckoo,500,16,4703,0.0036,0.0043,0.0043
counting_cuckoo,500,8,4723,0.0032,0.0043,0.0043
counting_cuckoo,500,16,4723,0.0051,0.0061,0.0061
cuckoo,500,8,4723,0.0029,0.0045,0.0045
cuckoo,500,16,4723,0.003,0.0042,0.0042
counting_cuckoo,500,8,4743,0.0031,0.0048,0.0048
counting_cuckoo,500,16,4743,0.0031,0.0048,0.0048
cuckoo,500,8,4743,0.0035,0.0079,0.0079
cuckoo,500,16,4743,0.0031,0.0041,0.0041
counting_cuckoo,500,8,4763,0.003,0.0039,0.0039
counting_cuckoo,500,16,4763,0.0029,0.0064,0.0064
cuckoo,500,8,4763,0.0036,0.0041,0.0041
cuckoo,500,16,4763,0.0029,0.0042,0.0042
counting_cuckoo,500,8,4783,0.0031,0.004,0.004
counting_cuckoo,500,16,4783,0.0033,0.0042,0.0042
cuckoo,500,8,4783,0.0029,0.0041,0.0041
cuckoo,500,16,4783,0.0029,0.005,0.005
counting_cuckoo,500,8,4803,0.0031,0.0044,0.0044
counting_cuckoo,500,16,4803,0.0042,0.0042,0.0042
cuckoo,500,8,4803,0.0029,0.0049,0.0049
cuckoo,500,16,4803,0.0032,0.0043,0.0043
counting_cuckoo,500,8,4823,0.0037,0.0043,0.0043
counting_cuckoo,500,16,4823,0.0031,0.0043,0.0043
cuckoo,500,8,4823,0.003,0.0042,0.0042
cuckoo,500,16,4823,0.0031,0.0047,0.0047
counting_cuckoo,500,8,4843,0.0033,0.0043,0.0043
counting_cuckoo,500,16,4843,0.0029,0.0042,0.0042
cuckoo,500,8,4843,0.0029,0.0044,0.0044
cuckoo,500,16,4843,0.003,0.0048,0.0048
counting_cuckoo,500,8,4863,0.0031,0.0042,0.0042
counting_cuckoo,500,16,4863,0.0029,0.0047,0.0047
cuckoo,500,8,4863,0.0033,0.0049,0.0049
cuckoo,500,16,4863,0.003,0.0043,0.0043
counting_cuckoo,500,8,4883,0.0039,0.0073,0.0073
counting_cuckoo,500,16,4883,0.0034,0.0053,0.0053
cuckoo,500,8,4883,0.0036,0.0043,0.0043
cuckoo,500,16,4883,0.0046,0.0592,0.0592
counting_cuckoo,500,8,4903,0.0031,0.0044,0.0044
counting_cuckoo,500,16,4903,0.0056,0.0058,0.0058
cuckoo,500,8,4903,0.0046,0.0043,0.0043
cuckoo,500,16,4903,0.0031,0.0043,0.0043
counting_cuckoo,500,8,4923,0.0031,0.0044,0.0044
counting_cuckoo,500,16,4923,0.0032,0.0038,0.0038
cuckoo,500,8,4923,0.003,0.0042,0.0042
cuckoo,500,16,4923,0.0029,0.0045,0.0045
counting_cuckoo,500,8,4943,0.003,0.0065,0.0065
counting_cuckoo,500,16,4943,0.0032,0.0049,0.0049
cuckoo,500,8,4943,0.003,0.0043,0.0043
cuckoo,500,16,4943,0.0047,0.005,0.005
counting_cuckoo,500,8,4963,0.004,0.005,0.005
counting_cuckoo,500,16,4963,0.0029,0.0042,0.0042
cuckoo,500,8,4963,0.0035,0.004,0.004
cuckoo,500,16,4963,0.0039,0.004,0.004
counting_cuckoo,500,8,4983,0.0039,0.0047,0.0047
counting_cuckoo,500,16,4983,0.0054,0.0066,0.0066
cuckoo,500,8,4983,0.0032,0.0047,0.0047
cuckoo,500,16,4983,0.0034,0.0043,0.0043
counting_cuckoo,1000,8,3,0.0044,0.0045,0.0045
counting_cuckoo,500,32,3,0.0052,0.0823,0.0823
cuckoo,1000,8,3,0.0044,0.0051,0.0051
cuckoo,500,32,3,0.005,0.0058,0.0058
counting_cuckoo,1000,8,23,0.0078,0.0049,0.0049
counting_cuckoo,500,32,23,0.0131,0.0133,0.0133
cuckoo,1000,8,23,0.005,0.0065,0.0065
cuckoo,500,32,23,0.0026,0.0038,0.0038
counting_cuckoo,1000,8,43,0.0027,0.004,0.004
counting_cuckoo,500,32,43,0.0027,0.0038,0.0038
cuckoo,1000,8,43,0.005,0.0041,0.0041
cuckoo,500,32,43,0.0028,0.0045,0.0045
counting_cuckoo,1000,8,63,0.0027,0.0082,0.0082
counting_cuckoo,500,32,63,0.0028,0.004,0.004
cuckoo,1000,8,63,0.0145,0.0058,0.0058
cuckoo,500,32,63,0.0026,0.0051,0.0051
counting_cuckoo,1000,8,83,0.0026,0.0042,0.0042
counting_cuckoo,500,32,83,0.0036,0.0038,0.0038
cuckoo,1000,8,83,0.0029,0.004,0.004
cuckoo,500,32,83,0.0033,0.0037,0.0037
counting_cuckoo,1000,8,103,0.0084,0.0071,0.0071
counting_cuckoo,500,32,103,0.0112,0.0053,0.0053
cuckoo,1000,8,103,0.0026,0.0036,0.0036
cuckoo,500,32,103,0.0029,0.0044,0.0044
counting_cuckoo,1000,8,123,0.0034,0.0058,0.0058
counting_cuckoo,500,32,123,0.0026,0.0063,0.0063
cuckoo,1000,8,123,0.0025,0.0045,0.0045
cuckoo,500,32,123,0.0026,0.004,0.004
counting_cuckoo,1000,8,143,0.0027,0.0037,0.0037
counting_cuckoo,500,32,143,0.0033,0.004,0.004
cuckoo,1000,8,143,0.0038,0.004,0.004
cuckoo,500,32,143,0.004,0.0045,0.0045
counting_cuckoo,1000,8,163,0.0029,0.0036,0.0036
counting_cuckoo,500,32,163,0.003,0.0037,0.0037
cuckoo,1000,8,163,0.0026,0.0036,0.0036
cuckoo,500,32,163,0.0056,0.0036,0.0036
counting_cuckoo,1000,8,183,0.0026,0.0036,0.0036
counting_cuckoo,500,32,183,0.0028,0.0039,0.0039
cuckoo,1000,8,183,0.003,0.0041,0.0041
cuckoo,500,32,183,0.0028,0.0039,0.0039
counting_cuckoo,1000,8,203,0.0044,0.0278,0.0278
counting_cuckoo,500,32,203,0.0028,0.0042,0.0042
cuckoo,1000,8,203,0.0029,0.004,0.004
cuckoo,500,32,203,0.0029,0.0038,0.0038
counting_cuckoo,1000,8,223,0.0059,0.0038,0.0038
counting_cuckoo,500,32,223,0.0031,0.0039,0.0039
cuckoo,1000,8,223,0.0026,0.0037,0.0037
cuckoo,500,32,223,0.0029,0.0054,0.0054
counting_cuckoo,1000,8,243,0.0028,0.0037,0.0037
counting_cuckoo,500,32,243,0.0073,0.0693,0.0693
cuckoo,1000,8,243,0.0028,0.0037,0.0037
cuckoo,500,32,243,0.0028,0.0042,0.0042
counting_cuckoo,1000,8,263,0.0032,0.0045,0.0045
counting_cuckoo,500,32,263,0.0029,0.0037,0.0037
cuckoo,1000,8,263,0.0034,0.0039,0.0039
cuckoo,500,32,263,0.0028,0.0035,0.0035
counting_cuckoo,1000,8,283,0.003,0.0038,0.0038
counting_cuckoo,500,32,283,0.003,0.0045,0.0045
cuckoo,1000,8,283,0.0031,0.0034,0.0034
cuckoo,500,32,283,0.0027,0.0042,0.0042
counting_cuckoo,1000,8,303,0.0036,0.0042,0.0042
counting_cuckoo,500,32,303,0.003,0.0042,0.0042
cuckoo,1000,8,303,0.0027,0.0038,0.0038
cuckoo,500,32,303,0.0029,0.0037,0.0037
counting_cuckoo,1000,8,323,0.0037,0.0039,0.0039
counting_cuckoo,500,32,323,0.003,0.0038,0.0038
cuckoo,1000,8,323,0.0027,0.0037,0.0037
cuckoo,500,32,323,0.0036,0.0038,0.0038
counting_cuckoo,1000,8,343,0.0037,0.0038,0.0038
counting_cuckoo,500,32,343,0.003,0.004,0.004
cuckoo,1000,8,343,0.0062,0.0035,0.0035
cuckoo,500,32,343,0.0026,0.0039,0.0039
counting_cuckoo,1000,8,363,0.0028,0.0037,0.0037
counting_cuckoo,500,32,363,0.0031,0.0041,0.0041
cuckoo,1000,8,363,0.0032,0.0046,0.0046
cuckoo,500,32,363,0.0026,0.0037,0.0037
counting_cuckoo,1000,8,383,0.0027,0.0035,0.0035
counting_cuckoo,500,32,383,0.0028,0.004,0.004
cuckoo,1000,8,383,0.0029,0.0037,0.0037
cuckoo,500,32,383,0.0054,0.0039,0.0039
counting_cuckoo,1000,8,403,0.0034,0.0037,0.0037
counting_cuckoo,500,32,403,0.0033,0.0039,0.0039
cuckoo,1000,8,403,0.0026,0.0039,0.0039
cuckoo,500,32,403,0.003,0.0047,0.0047
counting_cuckoo,1000,8,423,0.0028,0.004,0.004
counting_cuckoo,500,32,423,0.0031,0.0041,0.0041
cuckoo,1000,8,423,0.0027,0.0163,0.0163
cuckoo,500,32,423,0.0027,0.0046,0.0046
counting_cuckoo,1000,8,443,0.0036,0.0108,0.0108
counting_cuckoo,500,32,443,0.004,0.0038,0.0038
cuckoo,1000,8,443,0.0027,0.0042,0.0042
cuckoo,500,32,443,0.003,0.004,0.004
counting_cuckoo,1000,8,463,0.0029,0.0035,0.0035
counting_cuckoo,500,32,463,0.0028,0.0041,0.0041
cuckoo,1000,8,463,0.0038,0.0043,0.0043
cuckoo,500,32,463,0.0032,0.0045,0.0045
counting_cuckoo,1000,8,483,0.0031,0.0055,0.0055
counting_cuckoo,500,32,483,0.0032,0.0045,0.0045
cuckoo,1000,8,483,0.0044,0.0078,0.0078
cuckoo,500,32,483,0.0026,0.0039,0.0039
counting_cuckoo,1000,8,503,0.0032,0.0043,0.0043
counting_cuckoo,500,32,503,0.0034,0.0046,0.0046
cuckoo,1000,8,503,0.0028,0.0045,0.0045
cuckoo,500,32,503,0.0047,0.0038,0.0038
counting_cuckoo,1000,8,523,0.0035,0.0043,0.0043
counting_cuckoo,500,32,523,0.0026,0.0036,0.0036
cuckoo,1000,8,523,0.0038,0.0038,0.0038
cuckoo,500,32,523,0.0032,0.0229,0.0229
counting_cuckoo,1000,8,543,0.0026,0.0217,0.0217
counting_cuckoo,500,32,543,0.0038,0.0049,0.0049
cuckoo,1000,8,543,0.0027,0.0037,0.0037
cuckoo,500,32,543,0.0034,0.0048,0.0048
counting_cuckoo,1000,8,563,0.0033,0.023,0.023
counting_cuckoo,500,32,563,0.0027,0.0348,0.0348
cuckoo,1000,8,563,0.0032,0.0042,0.0042
cuckoo,500,32,563,0.0028,0.0046,0.0046
counting_cuckoo,1000,8,583,0.0044,0.004,0.004
counting_cuckoo,500,32,583,0.003,0.0038,0.0038
cuckoo,1000,8,583,0.0029,0.0037,0.0037
cuckoo,500,32,583,0.0026,0.0043,0.0043
counting_cuckoo,1000,8,603,0.0028,0.0045,0.0045
counting_cuckoo,500,32,603,0.0028,0.0041,0.0041
cuckoo,1000,8,603,0.0031,0.0037,0.0037
cuckoo,500,32,603,0.0028,0.0041,0.0041
counting_cuckoo,1000,8,623,0.0031,0.0067,0.0067
counting_cuckoo,500,32,623,0.0036,0.004,0.004
cuckoo,1000,8,623,0.0029,0.0038,0.0038
cuckoo,500,32,623,0.0027,0.0042,0.0042
counting_cuckoo,1000,8,643,0.0031,0.0038,0.0038
counting_cuckoo,500,32,643,0.0046,0.004,0.004
cuckoo,1000,8,643,0.0027,0.0039,0.0039
cuckoo,500,32,643,0.0029,0.004,0.004
counting_cuckoo,1000,8,663,0.0039,0.0043,0.0043
counting_cuckoo,500,32,663,0.003,0.0067,0.0067
cuckoo,1000,8,663,0.0026,0.0555,0.0555
cuckoo,500,32,663,0.0029,0.0039,0.0039
counting_cuckoo,1000,8,683,0.003,0.0039,0.0039
counting_cuckoo,500,32,683,0.0079,0.0058,0.0058
cuckoo,1000,8,683,0.006,0.0137,0.0137
cuckoo,500,32,683,0.0029,0.0049,0.0049
counting_cuckoo,1000,8,703,0.0026,0.0039,0.0039
counting_cuckoo,500,32,703,0.003,0.0322,0.0322
cuckoo,1000,8,703,0.0037,0.0036,0.0036
cuckoo,500,32,703,0.0028,0.0037,0.0037
counting_cuckoo,1000,8,723,0.0041,0.0047,0.0047
counting_cuckoo,500,32,723,0.0032,0.0041,0.0041
cuckoo,1000,8,723,0.0037,0.0036,0.0036
cuckoo,500,32,723,0.0028,0.0045,0.0045
counting_cuckoo,1000,8,743,0.0033,0.0047,0.0047
counting_cuckoo,500,32,743,0.0032,0.0042,0.0042
cuckoo,1000,8,743,0.0028,0.0038,0.0038
cuckoo,500,32,743,0.0029,0.0041,0.0041
counting_cuckoo,1000,8,763,0.0028,0.0037,0.0037
counting_cuckoo,500,32,763,0.0029,0.0041,0.0041
cuckoo,1000,8,763,0.0028,0.0055,0.0055
cuckoo,500,32,763,0.0055,0.0047,0.0047
counting_cuckoo,1000,8,783,0.0028,0.0044,0.0044
counting_cuckoo,500,32,783,0.0027,0.0042,0.0042
cuckoo,1000,8,783,0.0027,0.004,0.004
cuckoo,500,32,783,0.005,0.0056,0.0056
counting_cuckoo,1000,8,803,0.0028,0.0044,0.0044
counting_cuckoo,500,32,803,0.0027,0.0044,0.0044
cuckoo,1000,8,803,0.0028,0.0037,0.0037
cuckoo,500,32,803,0.0031,0.0042,0.0042
counting_cuckoo,1000,8,823,0.0033,0.0067,0.0067
counting_cuckoo,500,32,823,0.0038,0.0057,0.0057
cuckoo,1000,8,823,0.0066,0.0098,0.0098
cuckoo,500,32,823,0.0068,0.0041,0.0041
counting_cuckoo,1000,8,843,0.0049,0.006,0.006
counting_cuckoo,500,32,843,0.0032,0.0044,0.0044
cuckoo,1000,8,843,0.003,0.0038,0.0038
cuckoo,500,32,843,0.0035,0.0042,0.0042
counting_cuckoo,1000,8,863,0.0029,0.0038,0.0038
counting_cuckoo,500,32,863,0.0028,0.0037,0.0037
cuckoo,1000,8,863,0.003,0.0038,0.0038
cuckoo,500,32,863,0.0043,0.0039,0.0039
counting_cuckoo,1000,8,883,0.003,0.0038,0.0038
counting_cuckoo,500,32,883,0.0029,0.0043,0.0043
cuckoo,1000,8,883,0.0034,0.004,0.004
cuckoo,500,32,883,0.0062,0.004,0.004
counting_cuckoo,1000,8,903,0.0027,0.0037,0.0037
counting_cuckoo,500,32,903,0.0033,0.0787,0.0787
cuckoo,1000,8,903,0.0028,0.0037,0.0037
cuckoo,500,32,903,0.0046,0.0042,0.0042
counting_cuckoo,1000,8,923,0.003,0.0038,0.0038
counting_cuckoo,500,32,923,0.0029,0.0036,0.0036
cuckoo,1000,8,923,0.0027,0.0043,0.0043
cuckoo,500,32,923,0.004,0.004,0.004
counting_cuckoo,1000,8,943,0.004,0.004,0.004
counting_cuckoo,500,32,943,0.0044,0.007,0.007
cuckoo,1000,8,943,0.0032,0.0037,0.0037
cuckoo,500,32,943,0.0037,0.0044,0.0044
counting_cuckoo,1000,8,963,0.0034,0.0039,0.0039
counting_cuckoo,500,32,963,0.0033,0.0039,0.0039
cuckoo,1000,8,963,0.0031,0.0044,0.0044
cuckoo,500,32,963,0.0031,0.0044,0.0044
counting_cuckoo,1000,8,983,0.0054,0.0614,0.0614
counting_cuckoo,500,32,983,0.0032,0.0045,0.0045
cuckoo,1000,8,983,0.0034,0.0039,0.0039
cuckoo,500,32,983,0.0033,0.0055,0.0055
counting_cuckoo,1000,8,1003,0.0029,0.0038,0.0038
counting_cuckoo,500,32,1003,0.0032,0.0041,0.0041
cuckoo,1000,8,1003,0.0031,0.0418,0.0418
cuckoo,500,32,1003,0.0037,0.0039,0.0039
counting_cuckoo,1000,8,1023,0.0036,0.0039,0.0039
counting_cuckoo,500,32,1023,0.0032,0.0047,0.0047
cuckoo,1000,8,1023,0.0028,0.0044,0.0044
cuckoo,500,32,1023,0.0033,0.0041,0.0041
counting_cuckoo,1000,8,1043,0.0132,0.005,0.005
counting_cuckoo,500,32,1043,0.0029,0.0047,0.0047
cuckoo,1000,8,1043,0.0036,0.004,0.004
cuckoo,500,32,1043,0.0035,0.0043,0.0043
counting_cuckoo,1000,8,1063,0.0036,0.0042,0.0042
counting_cuckoo,500,32,1063,0.003,0.004,0.004
cuckoo,1000,8,1063,0.0033,0.004,0.004
cuckoo,500,32,1063,0.0038,0.0044,0.0044
counting_cuckoo,1000,8,1083,0.0035,0.0045,0.0045
counting_cuckoo,500,32,1083,0.0034,0.0037,0.0037
cuckoo,1000,8,1083,0.0033,0.0038,0.0038
cuckoo,500,32,1083,0.0034,0.0214,0.0214
counting_cuckoo,1000,8,1103,0.0053,0.005,0.005
counting_cuckoo,500,32,1103,0.004,0.0043,0.0043
cuckoo,1000,8,1103,0.0057,0.0041,0.0041
cuckoo,500,32,1103,0.0032,0.004,0.004
counting_cuckoo,1000,8,1123,0.0028,0.0041,0.0041
counting_cuckoo,500,32,1123,0.003,0.0044,0.0044
cuckoo,1000,8,1123,0.003,0.0045,0.0045
cuckoo,500,32,1123,0.0057,0.0041,0.0041
counting_cuckoo,1000,8,1143,0.0035,0.0045,0.0045
counting_cuckoo,500,32,1143,0.0029,0.0041,0.0041
cuckoo,1000,8,1143,0.0029,0.0039,0.0039
cuckoo,500,32,1143,0.0036,0.0037,0.0037
counting_cuckoo,1000,8,1163,0.0034,0.0038,0.0038
counting_cuckoo,500,32,1163,0.0043,0.0111,0.0111
cuckoo,1000,8,1163,0.0044,0.0037,0.0037
cuckoo,500,32,1163,0.0029,0.004,0.004
counting_cuckoo,1000,8,1183,0.003,0.0039,0.0039
counting_cuckoo,500,32,1183,0.003,0.0047,0.0047
cuckoo,1000,8,1183,0.0034,0.0038,0.0038
cuckoo,500,32,1183,0.0029,0.0041,0.0041
counting_cuckoo,1000,8,1203,0.0027,0.0039,0.0039
counting_cuckoo,500,32,1203,0.0047,0.0045,0.0045
cuckoo,1000,8,1203,0.0035,0.0134,0.0134
cuckoo,500,32,1203,0.0036,0.0049,0.0049
counting_cuckoo,1000,8,1223,0.0035,0.0694,0.0694
counting_cuckoo,500,32,1223,0.0033,0.0045,0.0045
cuckoo,1000,8,1223,0.0037,0.0041,0.0041
cuckoo,500,32,1223,0.003,0.0045,0.0045
counting_cuckoo,1000,8,1243,0.0042,0.0041,0.0041
counting_cuckoo,500,32,1243,0.0029,0.0092,0.0092
cuckoo,1000,8,1243,0.0032,0.0038,0.0038
cuckoo,500,32,1243,0.0033,0.0051,0.0051
counting_cuckoo,1000,8,1263,0.0033,0.0038,0.0038
counting_cuckoo,500,32,1263,0.0031,0.0038,0.0038
cuckoo,1000,8,1263,0.0038,0.0063,0.0063
cuckoo,500,32,1263,0.0036,0.0046,0.0046
counting_cuckoo,1000,8,1283,0.0031,0.0038,0.0038
counting_cuckoo,500,32,1283,0.0032,0.004,0.004
cuckoo,1000,8,1283,0.0028,0.0038,0.0038
cuckoo,500,32,1283,0.0033,0.0056,0.0056
counting_cuckoo,1000,8,1303,0.0039,0.0042,0.0042
counting_cuckoo,500,32,1303,0.0033,0.0049,0.0049
cuckoo,1000,8,1303,0.0052,0.0047,0.0047
cuckoo,500,32,1303,0.0027,0.004,0.004
counting_cuckoo,1000,8,1323,0.003,0.0048,0.0048
counting_cuckoo,500,32,1323,0.0035,0.004,0.004
cuckoo,1000,8,1323,0.0032,0.0038,0.0038
cuckoo,500,32,1323,0.0029,0.0044,0.0044
counting_cuckoo,1000,8,1343,0.0053,0.0061,0.0061
counting_cuckoo,500,32,1343,0.0046,0.0052,0.0052
cuckoo,1000,8,1343,0.0031,0.0038,0.0038
cuckoo,500,32,1343,0.0098,0.1095,0.1095
counting_cuckoo,1000,8,1363,0.0028,0.0043,0.0043
counting_cuckoo,500,32,1363,0.0029,0.004,0.004
cuckoo,1000,8,1363,0.0028,0.0037,0.0037
cuckoo,500,32,1363,0.0029,0.005,0.005
counting_cuckoo,1000,8,1383,0.0039,0.0039,0.0039
counting_cuckoo,500,32,1383,0.0036,0.0047,0.0047
cuckoo,1000,8,1383,0.0039,0.0046,0.0046
cuckoo,500,32,1383,0.0034,0.0043,0.0043
counting_cuckoo,1000,8,1403,0.0031,0.0038,0.0038
counting_cuckoo,500,32,1403,0.0048,0.004,0.004
cuckoo,1000,8,1403,0.0035,0.0037,0.0037
cuckoo,500,32,1403,0.0031,0.0069,0.0069
counting_cuckoo,1000,8,1423,0.0071,0.0056,0.0056
counting_cuckoo,500,32,1423,0.0034,0.0046,0.0046
cuckoo,1000,8,1423,0.0029,0.0045,0.0045
cuckoo,500,32,1423,0.0031,0.0057,0.0057
counting_cuckoo,1000,8,1443,0.0031,0.0039,0.0039
counting_cuckoo,500,32,1443,0.0036,0.0038,0.0038
cuckoo,1000,8,1443,0.0032,0.0038,0.0038
cuckoo,500,32,1443,0.0034,0.0062,0.0062
counting_cuckoo,1000,8,1463,0.003,0.0044,0.0044
counting_cuckoo,500,32,1463,0.0027,0.0041,0.0041
cuckoo,1000,8,1463,0.0027,0.0037,0.0037
cuckoo,500,32,1463,0.004,0.0045,0.0045
counting_cuckoo,1000,8,1483,0.0032,0.004,0.004
counting_cuckoo,500,32,1483,0.0038,0.0043,0.0043
cuckoo,1000,8,1483,0.0049,0.0042,0.0042
cuckoo,500,32,1483,0.0043,0.0048,0.0048
counting_cuckoo,1000,8,1503,0.0037,0.0161,0.0161
counting_cuckoo,500,32,1503,0.0045,0.0073,0.0073
cuckoo,1000,8,1503,0.0044,0.0043,0.0043
cuckoo,500,32,1503,0.0032,0.0045,0.0045
counting_cuckoo,1000,8,1523,0.0032,0.0038,0.0038
counting_cuckoo,500,32,1523,0.0031,0.0044,0.0044
cuckoo,1000,8,1523,0.0034,0.0038,0.0038
cuckoo,500,32,1523,0.0031,0.004,0.004
counting_cuckoo,1000,8,1543,0.0041,0.004,0.004
counting_cuckoo,500,32,1543,0.004,0.0047,0.0047
cuckoo,1000,8,1543,0.0027,0.0039,0.0039
cuckoo,500,32,1543,0.0031,0.0045,0.0045
counting_cuckoo,1000,8,1563,0.0032,0.0038,0.0038
counting_cuckoo,500,32,1563,0.0029,0.0044,0.0044
cuckoo,1000,8,1563,0.0029,0.0039,0.0039
cuckoo,500,32,1563,0.0043,0.0041,0.0041
counting_cuckoo,1000,8,1583,0.0029,0.0039,0.0039
counting_cuckoo,500,32,1583,0.0032,0.0044,0.0044
cuckoo,1000,8,1583,0.0031,0.0139,0.0139
cuckoo,500,32,1583,0.0034,0.0047,0.0047
counting_cuckoo,1000,8,1603,0.0029,0.0041,0.0041
counting_cuckoo,500,32,1603,0.0038,0.0041,0.0041
cuckoo,1000,8,1603,0.0027,0.0575,0.0575
cuckoo,500,32,1603,0.0032,0.0042,0.0042
counting_cuckoo,1000,8,1623,0.004,0.0039,0.0039
counting_cuckoo,500,32,1623,0.0029,0.0039,0.0039
cuckoo,1000,8,1623,0.0034,0.0038,0.0038
cuckoo,500,32,1623,0.0032,0.0042,0.0042
counting_cuckoo,1000,8,1643,0.0028,0.0572,0.0572
counting_cuckoo,500,32,1643,0.0127,0.0038,0.0038
cuckoo,1000,8,1643,0.0034,0.0039,0.0039
cuckoo,500,32,1643,0.0033,0.0045,0.0045
counting_cuckoo,1000,8,1663,0.0039,0.0038,0.0038
counting_cuckoo,500,32,1663,0.0031,0.0042,0.0042
cuckoo,1000,8,1663,0.0027,0.0036,0.0036
cuckoo,500,32,1663,0.0029,0.0039,0.0039
counting_cuckoo,1000,8,1683,0.0028,0.004,0.004
counting_cuckoo,500,32,1683,0.0031,0.004,0.004
cuckoo,1000,8,1683,0.0028,0.004,0.004
cuckoo,500,32,1683,0.0039,0.0041,0.0041
counting_cuckoo,1000,8,1703,0.0041,0.004,0.004
counting_cuckoo,500,32,1703,0.0029,0.0041,0.0041
cuckoo,1000,8,1703,0.0049,0.0037,0.0037
cuckoo,500,32,1703,0.0036,0.0041,0.0041
counting_cuckoo,1000,8,1723,0.0032,0.0038,0.0038
counting_cuckoo,500,32,1723,0.0033,0.0049,0.0049
cuckoo,1000,8,1723,0.0038,0.0042,0.0042
cuckoo,500,32,1723,0.0049,0.0041,0.0041
counting_cuckoo,1000,8,1743,0.0031,0.0047,0.0047
counting_cuckoo,500,32,1743,0.0029,0.0039,0.0039
cuckoo,1000,8,1743,0.0027,0.0048,0.0048
cuckoo,500,32,1743,0.0027,0.004,0.004
counting_cuckoo,1000,8,1763,0.0033,0.0039,0.0039
counting_cuckoo,500,32,1763,0.0037,0.0045,0.0045
cuckoo,1000,8,1763,0.0099,0.0165,0.0165
cuckoo,500,32,1763,0.0034,0.004,0.004
counting_cuckoo,1000,8,1783,0.0039,0.0039,0.0039
counting_cuckoo,500,32,1783,0.0032,0.0045,0.0045
cuckoo,1000,8,1783,0.0034,0.0046,0.0046
cuckoo,500,32,1783,0.004,0.0064,0.0064
counting_cuckoo,1000,8,1803,0.0037,0.0048,0.0048
counting_cuckoo,500,32,1803,0.0077,0.0194,0.0194
cuckoo,1000,8,1803,0.0033,0.0045,0.0045
cuckoo,500,32,1803,0.0045,0.0042,0.0042
counting_cuckoo,1000,8,1823,0.0033,0.0039,0.0039
counting_cuckoo,500,32,1823,0.0053,0.0572,0.0572
cuckoo,1000,8,1823,0.0032,0.0037,0.0037
cuckoo,500,32,1823,0.0027,0.0045,0.0045
